path,labels,phonemes
train\Voice789.wav,पर्वतारोहण एउटा साहसिक कार्य हो।,p ɾ  ʋ t̪ aː ɾ oː ɦ ɳ   eː u ʈ aː   s aː ɦ s i k   k aː ɾ  j   ɦ oː
train\Voice42.wav,यसबारेमा कार्यवाहक नगरप्रमुख प्रविन र प्रमुख प्रशासकीय अधिकृत विनयकुमार सोनु सम्पर्कमा आउन चाहेनन् ।,j s b aː ɾ eː m aː   k aː ɾ  j ʋ aː ɦ k   n g ɾ p  ɾ m u kʰ   p  ɾ ʋ i n   ɾ   p  ɾ m u kʰ   p  ɾ ʃ aː s k iː j   ə d̪ʱ i k t̪   ʋ i n j k u m aː ɾ   s oː n u   s m  p ɾ  k m aː   aː u n   t͡ʃ aː ɦ eː n n   
train\Voice836.wav,किशोर फेरि तस्वीर हेरेको जस्तै मनको चिसो आँखाले कलेजका साथीहरूलाई हेर्न थाल्थ्यो ।,k i ʃ oː ɾ   pʰ eː ɾ i   t̪ s  ʋ iː ɾ   ɦ eː ɾ eː k oː   d͡ʒ s  t̪ ai   m n k oː   t͡ʃ i s oː   aː ̃ kʰ aː l eː   k l eː d͡ʒ k aː   s aː t̪ʰ iː ɦ ɾ uː l aː iː   ɦ eː ɾ  n   t̪ʰ aː l  t̪ʰ  j oː  
train\Voice133.wav,"गाढा हरियो दूबो पनि ठूला-ठूला क्यारीमा उमारिया छन्‌ जसउपर गोडा राख्दा मन हरियो हुन्छ, त्यसै पुलकित हुन्छ शरीर ।",g aː ɖʱ aː   ɦ ɾ i j oː   d̪ uː b oː   p n i   ʈʰ uː l aː ʈʰ uː l aː   k  j aː ɾ iː m aː   u m aː ɾ i j aː   t͡ʃʰ n    d͡ʒ s u p ɾ   g oː ɖ aː   ɾ aː kʰ  d̪ aː   m n   ɦ ɾ i j oː   ɦ u n  t͡ʃʰ   t̪  j s ai   p u l k i t̪   ɦ u n  t͡ʃʰ   ʃ ɾ iː ɾ  
train\Voice746.wav,युवा-युवतीहरूका जोस र जाँगरका अगाडि जस्तोसुकै कठिन चुनौतीले पनि शिर निहुराउने पर्छ।,j u ʋ aː j u ʋ t̪ iː ɦ ɾ uː k aː   d͡ʒ oː s   ɾ   d͡ʒ aː ̃ g ɾ k aː   ə g aː ɖ i   d͡ʒ s  t̪ oː s u k ai   k ʈʰ i n   t͡ʃ u n au t̪ iː l eː   p n i   ʃ i ɾ   n i ɦ u ɾ aː u n eː   p ɾ  t͡ʃʰ
train\Voice126.wav,"शरीरमा धमिलो पानी, हावा र घामको माध्यमले सुकेको हुनाले शरीरभरि धूलो र पानीको रेखाचिन्ह स्पष्ट देखिन्थे ।",ʃ ɾ iː ɾ m aː   d̪ʱ m i l oː   p aː n iː   ɦ aː ʋ aː   ɾ   gʱ aː m k oː   m aː d̪ʱ  j m l eː   s u k eː k oː   ɦ u n aː l eː   ʃ ɾ iː ɾ bʱ ɾ i   d̪ʱ uː l oː   ɾ   p aː n iː k oː   ɾ eː kʰ aː t͡ʃ i n  ɦ   s  p ʂ  ʈ   d̪ eː kʰ i n  t̪ʰ eː  
train\Voice987.wav,"हाम्रो समाजमा हत्याहिंसा,भेदभाव,दाइजो प्रथा,बाल बिवाह,लागु पदार्थ खाने आदि समस्याहरु हुन् ।",ɦ aː m  ɾ oː   s m aː d͡ʒ m aː   ɦ t̪  j aː ɦ i ̃ s aː bʱ eː d̪ bʱ aː ʋ d̪ aː i d͡ʒ oː   p  ɾ t̪ʰ aː b aː l   b i ʋ aː ɦ l aː g u   p d̪ aː ɾ  t̪ʰ   kʰ aː n eː   aː d̪ i   s m s  j aː ɦ ɾ u   ɦ u n   
train\Voice665.wav,हामी कसैलाई पराइ ठान्दैनौ।,ɦ aː m iː   k s ai l aː iː   p ɾ aː i   ʈʰ aː n  d̪ ai n au
train\Voice872.wav,त्यो काइथेहरूको गाउँ हो ।,t̪  j oː   k aː i t̪ʰ eː ɦ ɾ uː k oː   g aː u ̃   ɦ oː  
train\Voice97.wav,यदि हामीले एकतामा एकजुट भइ कम गर्यो भने सामाजिक समस्याको अन्त्य हुनेछ र समाजको विकास हुनेछ।,j d̪ i   ɦ aː m iː l eː   eː k t̪ aː m aː   eː k d͡ʒ u ʈ   bʱ i   k m   g ɾ  j oː   bʱ n eː   s aː m aː d͡ʒ i k   s m s  j aː k oː   ə n  t̪  j   ɦ u n eː t͡ʃʰ   ɾ   s m aː d͡ʒ k oː   ʋ i k aː s   ɦ u n eː t͡ʃʰ
train\Voice687.wav,गत फेब्रुअरीदेखि युक्रेनमाथि सैन्य आक्रमण गरिरहेको रुसले इरानलाई अभूतपूर्व तहको सैन्य सहयोग दिइरहेको ।,g t̪   pʰ eː b  ɾ u ə ɾ iː d̪ eː kʰ i   j u k  ɾ eː n m aː t̪ʰ i   s ai n  j   aː k  ɾ m ɳ   g ɾ i ɾ ɦ eː k oː   ɾ u s l eː   i ɾ aː n l aː iː   ə bʱ uː t̪ p uː ɾ  ʋ   t̪ ɦ k oː   s ai n  j   s ɦ j oː g   d̪ i i ɾ ɦ eː k oː  
train\Voice22.wav,निष्पट्ट शान्ति छ शहरमा; झन्‌ जाडोले शान्तिलाई जम्मोठजस्तो डल्लो पारेर अडाइदिएको छ ।,n i ʂ  p ʈ  ʈ   ʃ aː n  t̪ i   t͡ʃʰ   ʃ ɦ ɾ m aː   d͡ʒʱ n    d͡ʒ aː ɖ oː l eː   ʃ aː n  t̪ i l aː iː   d͡ʒ m  m oː ʈʰ d͡ʒ s  t̪ oː   ɖ l  l oː   p aː ɾ eː ɾ   ə ɖ aː i d̪ i eː k oː   t͡ʃʰ  
train\Voice692.wav,"बिजुली, खानेपानी, कर आदिका लागि उठाइएको रूपले नै देशका विभिन्न कार्यहरू गरिन्छ।",b i d͡ʒ u l iː   kʰ aː n eː p aː n iː   k ɾ   aː d̪ i k aː   l aː g i   u ʈʰ aː i eː k oː   ɾ uː p l eː   n ai   d̪ eː ʃ k aː   ʋ i bʱ i n  n   k aː ɾ  j ɦ ɾ uː   g ɾ i n  t͡ʃʰ
train\Voice878.wav,शहरमा मलाई यो कुरा कसैले बताएनन्‌ कि मानिसको बोलाउने र न्वारनका भिन्न-भिन्न नाउँ हुन्छन्‌ ।,ʃ ɦ ɾ m aː   m l aː iː   j oː   k u ɾ aː   k s ai l eː   b t̪ aː eː n n    k i   m aː n i s k oː   b oː l aː u n eː   ɾ   n  ʋ aː ɾ n k aː   bʱ i n  n bʱ i n  n   n aː u ̃   ɦ u n  t͡ʃʰ n   
train\Voice1007.wav,"पहिले-पहिलेको जस्तो भावनाले विभोर भएर होइन, एकदम अनुद्विग्न भएर; मानौं घरको दृश्य त्यो हेरिरहेको छ, तस्वीरहरूमा ।",p ɦ i l eː p ɦ i l eː k oː   d͡ʒ s  t̪ oː   bʱ aː ʋ n aː l eː   ʋ i bʱ oː ɾ   bʱ eː ɾ   ɦ oː i n   eː k d̪ m   ə n u d̪  ʋ i g  n   bʱ eː ɾ   m aː n au ̃   gʱ ɾ k oː   d̪ ʃ  j   t̪  j oː   ɦ eː ɾ i ɾ ɦ eː k oː   t͡ʃʰ   t̪ s  ʋ iː ɾ ɦ ɾ uː m aː  
train\Voice165.wav,"राजनीति गर्नेहरु अनुशासनहीन भए पनि त्यसको असर सिङ्गो राष्ट्रलाई पर्दछ, सम्पुर्ण जनतालाई पर्दछ, वित्तीय क्षेत्रमा अनुशासन भएन भने कुनै राष्ट्र चल्दैन ।",ɾ aː d͡ʒ n iː t̪ i   g ɾ  n eː ɦ ɾ u   ə n u ʃ aː s n ɦ iː n   bʱ eː   p n i   t̪  j s k oː   ə s ɾ   s i ŋ  g oː   ɾ aː ʂ  ʈ  ɾ l aː iː   p ɾ  d̪ t͡ʃʰ   s m  p u ɾ  ɳ   d͡ʒ n t̪ aː l aː iː   p ɾ  d̪ t͡ʃʰ   ʋ i t̪  t̪ iː j   k  ʂ eː t̪  ɾ m aː   ə n u ʃ aː s n   bʱ eː n   bʱ n eː   k u n ai   ɾ aː ʂ  ʈ  ɾ   t͡ʃ l  d̪ ai n  
train\Voice128.wav,"समाजमा जातधर्म,काम,भाषाभेषमा भेदभाव गरिन्छ।",s m aː d͡ʒ m aː   d͡ʒ aː t̪ d̪ʱ ɾ  m k aː m bʱ aː ʂ aː bʱ eː ʂ m aː   bʱ eː d̪ bʱ aː ʋ   g ɾ i n  t͡ʃʰ
train\Voice686.wav,पर्वतारोहणमै सारा जीवन बिताउने व्यक्तिहरू पनि प्रशस्त भेटिन्छन्।,p ɾ  ʋ t̪ aː ɾ oː ɦ ɳ m ai   s aː ɾ aː   d͡ʒ iː ʋ n   b i t̪ aː u n eː   ʋ  j k  t̪ i ɦ ɾ uː   p n i   p  ɾ ʃ s  t̪   bʱ eː ʈ i n  t͡ʃʰ n 
train\Voice856.wav,सरकारले देशलाई हाम्रै पैसाले चलाउँछन्।,s ɾ k aː ɾ l eː   d̪ eː ʃ l aː iː   ɦ aː m  ɾ ai   p ai s aː l eː   t͡ʃ l aː u ̃ t͡ʃʰ n 
train\Voice586.wav,नेपाली संस्कृतिमा केही विकृतिहरू पनि रहेको छ।,n eː p aː l iː   s ̃ s  k t̪ i m aː   k eː ɦ iː   ʋ i k t̪ i ɦ ɾ uː   p n i   ɾ ɦ eː k oː   t͡ʃʰ
train\Voice958.wav,पोखरीको उत्तरपषट्टिको डिलमा पहेँलो चम्पाको रूख थियो जसमा पहेँला फूल फुलेका थिए ।,p oː kʰ ɾ iː k oː   u t̪  t̪ ɾ p ʂ ʈ  ʈ i k oː   ɖ i l m aː   p ɦ eː ̃ l oː   t͡ʃ m  p aː k oː   ɾ uː kʰ   t̪ʰ i j oː   d͡ʒ s m aː   p ɦ eː ̃ l aː   pʰ uː l   pʰ u l eː k aː   t̪ʰ i eː  
train\Voice828.wav,कतिपय त् यसलाई पेसाकै रूपमा पनि अँगालेको पाइन्छ।,k t̪ i p j   t̪    j s l aː iː   p eː s aː k ai   ɾ uː p m aː   p n i   ə ̃ g aː l eː k oː   p aː i n  t͡ʃʰ
train\Voice742.wav,तिनीहरूले उच्च सोच्न वा विस्तृत मानसिकता विकास गर्न सक्दैनन्।,t̪ i n iː ɦ ɾ uː l eː   u t͡ʃ  t͡ʃ   s oː t͡ʃ  n   ʋ aː   ʋ i s  t̪ t̪   m aː n s i k t̪ aː   ʋ i k aː s   g ɾ  n   s k  d̪ ai n n 
train\Voice852.wav,जस्तै – गाउँमा मानिसहरुलाई कुनै रोगको सिकार भयो भने अस्पताल नगएर धामी झाँक्री संग उपचार गराउन जानछन् ।,d͡ʒ s  t̪ ai     g aː u ̃ m aː   m aː n i s ɦ ɾ u l aː iː   k u n ai   ɾ oː g k oː   s i k aː ɾ   bʱ j oː   bʱ n eː   ə s  p t̪ aː l   n g eː ɾ   d̪ʱ aː m iː   d͡ʒʱ aː ̃ k  ɾ iː   s ̃ g   u p t͡ʃ aː ɾ   g ɾ aː u n   d͡ʒ aː n t͡ʃʰ n   
train\Voice520.wav,"‘इन्धनमा त मनलाग्दी खर्च छ,’ पालिकाका एक कर्मचारीले भने, ‘पालिकाको सवारी साधनभन्दा आफन्त र नजिकका मान्छेलाई दिइने इन्धन बढी छ ।",i n  d̪ʱ n m aː   t̪   m n l aː g  d̪ iː   kʰ ɾ  t͡ʃ   t͡ʃʰ   p aː l i k aː k aː   eː k   k ɾ  m t͡ʃ aː ɾ iː l eː   bʱ n eː   p aː l i k aː k oː   s ʋ aː ɾ iː   s aː d̪ʱ n bʱ n  d̪ aː   aː pʰ n  t̪   ɾ   n d͡ʒ i k k aː   m aː n  t͡ʃʰ eː l aː iː   d̪ i i n eː   i n  d̪ʱ n   b ɖʱ iː   t͡ʃʰ  
train\Voice518.wav,"हामी उनीहरूलाई छिमेकी, मित्र र आफन्तलाई प्रभाव पार्न चाहन्छौं।",ɦ aː m iː   u n iː ɦ ɾ uː l aː iː   t͡ʃʰ i m eː k iː   m i t̪  ɾ   ɾ   aː pʰ n  t̪ l aː iː   p  ɾ bʱ aː ʋ   p aː ɾ  n   t͡ʃ aː ɦ n  t͡ʃʰ au ̃
train\Voice17.wav,"पहिले जो आमाजस्ती भएर मेरो औंलालाई सहारा दिँदै गाउँका आवश्यक वस्तुहरूलाई चिह्नाउँदै हिंड्थी, त्यो पछि-पछि सहचरी भएर गई ।",p ɦ i l eː   d͡ʒ oː   aː m aː d͡ʒ s  t̪ iː   bʱ eː ɾ   m eː ɾ oː   au ̃ l aː l aː iː   s ɦ aː ɾ aː   d̪ i ̃ d̪ ai   g aː u ̃ k aː   aː ʋ ʃ  j k   ʋ s  t̪ u ɦ ɾ uː l aː iː   t͡ʃ i ɦ  n aː u ̃ d̪ ai   ɦ i ̃ ɖ  t̪ʰ iː   t̪  j oː   p t͡ʃʰ i p t͡ʃʰ i   s ɦ t͡ʃ ɾ iː   bʱ eː ɾ   g iː  
train\Voice79.wav,"उसले बालाई एक-दुईचोटि भनेको थियो- बा, अहिले बिहे गर्दिनँ पढिसिध्याउँछु, अनि।",u s l eː   b aː l aː iː   eː k d̪ u iː t͡ʃ oː ʈ i   bʱ n eː k oː   t̪ʰ i j oː   b aː   ə ɦ i l eː   b i ɦ eː   g ɾ  d̪ i n ̃   p ɖʱ i s i d̪ʱ  j aː u ̃ t͡ʃʰ u   ə n i
train\Voice880.wav,"एकैदिनमा कति थोक मैले सिकें, यो गाउँमा आएर ।",eː k ai d̪ i n m aː   k t̪ i   t̪ʰ oː k   m ai l eː   s i k eː ̃   j oː   g aː u ̃ m aː   aː eː ɾ  
train\Voice558.wav,"त्यो धारमा धेरै किसिमका माछा पाइन्छन्‌- रोहु, बुहारी, कतला, काँटी, सिंगी, मुंगरी, बामी ।",t̪  j oː   d̪ʱ aː ɾ m aː   d̪ʱ eː ɾ ai   k i s i m k aː   m aː t͡ʃʰ aː   p aː i n  t͡ʃʰ n    ɾ oː ɦ u   b u ɦ aː ɾ iː   k t̪ l aː   k aː ̃ ʈ iː   s i ̃ g iː   m u ̃ g ɾ iː   b aː m iː  
train\Voice618.wav,"बिहे गरेर जब उसले एउटी सानी केटीलाई घर लिएर आयो, उसलाई लाग्यो, उसलाई म आफ्नो रूपमा ढाल्छु ।",b i ɦ eː   g ɾ eː ɾ   d͡ʒ b   u s l eː   eː u ʈ iː   s aː n iː   k eː ʈ iː l aː iː   gʱ ɾ   l i eː ɾ   aː j oː   u s l aː iː   l aː g  j oː   u s l aː iː   m   aː pʰ  n oː   ɾ uː p m aː   ɖʱ aː l  t͡ʃʰ u  
train\Voice700.wav,"अनेकौँ मठ, मन्दिर, गुम्बा, मस्जिद र गिर्जाघर छन्।",ə n eː k au ̃   m ʈʰ   m n  d̪ i ɾ   g u m  b aː   m s  d͡ʒ i d̪   ɾ   g i ɾ  d͡ʒ aː gʱ ɾ   t͡ʃʰ n 
train\Voice947.wav,यसले परिवारबाट उनीहरूलाई दूरीमा राख्छ र उनीहरूको व्यक्तिगत सम्बन्धलाई बाधा पुऱ्याउँछ र यो सबै मात्र तनावतर्फ जान्छ।,j s l eː   p ɾ i ʋ aː ɾ b aː ʈ   u n iː ɦ ɾ uː l aː iː   d̪ uː ɾ iː m aː   ɾ aː kʰ  t͡ʃʰ   ɾ   u n iː ɦ ɾ uː k oː   ʋ  j k  t̪ i g t̪   s m  b n  d̪ʱ l aː iː   b aː d̪ʱ aː   p u  j aː u ̃ t͡ʃʰ   ɾ   j oː   s b ai   m aː t̪  ɾ   t̪ n aː ʋ t̪ ɾ  pʰ   d͡ʒ aː n  t͡ʃʰ
train\Voice886.wav,"वास्तवमा भन्ने हो भने नेपाली भाषा सम्पूर्ण नेपालीहरूको आत्मा हो, ढुकढुकी हो।",ʋ aː s  t̪ ʋ m aː   bʱ n  n eː   ɦ oː   bʱ n eː   n eː p aː l iː   bʱ aː ʂ aː   s m  p uː ɾ  ɳ   n eː p aː l iː ɦ ɾ uː k oː   aː t̪  m aː   ɦ oː   ɖʱ u k ɖʱ u k iː   ɦ oː
train\Voice633.wav,पहिलो पटकको पराजयले उनलाई हताशा होइन विजयका लागि नयाँ पाठ सिकायो।,p ɦ i l oː   p ʈ k k oː   p ɾ aː d͡ʒ j l eː   u n l aː iː   ɦ t̪ aː ʃ aː   ɦ oː i n   ʋ i d͡ʒ j k aː   l aː g i   n j aː ̃   p aː ʈʰ   s i k aː j oː
train\Voice92.wav,आज मानिसहरु समयलाई उप्युक्त तरिकाले उपयोग गर्नका लागि यसमा भएको किताबहरु पढ्ने गर्छन।,aː d͡ʒ   m aː n i s ɦ ɾ u   s m j l aː iː   u p  j u k  t̪   t̪ ɾ i k aː l eː   u p j oː g   g ɾ  n k aː   l aː g i   j s m aː   bʱ eː k oː   k i t̪ aː b ɦ ɾ u   p ɖʱ  n eː   g ɾ  t͡ʃʰ n
train\Voice49.wav,यस दिन लक्ष्मीलाई खुसी पार्न सकियो भने घरमा सधैँ लक्ष्मीको बास हुन्छ भन्ने विश्वास पनि सबै हिन्दूहरूमा रहेको पाइन्छ।,j s   d̪ i n   l k  ʂ  m iː l aː iː   kʰ u s iː   p aː ɾ  n   s k i j oː   bʱ n eː   gʱ ɾ m aː   s d̪ʱ ai ̃   l k  ʂ  m iː k oː   b aː s   ɦ u n  t͡ʃʰ   bʱ n  n eː   ʋ i ʃ  ʋ aː s   p n i   s b ai   ɦ i n  d̪ uː ɦ ɾ uː m aː   ɾ ɦ eː k oː   p aː i n  t͡ʃʰ
train\Voice985.wav,युवाका लामा-लामा सबल भुजहरूले जुनसुकै चुनौती र अवरोधहरूलाई पनि धुजा-धुजा पार्न सक्छन्।,j u ʋ aː k aː   l aː m aː l aː m aː   s b l   bʱ u d͡ʒ ɦ ɾ uː l eː   d͡ʒ u n s u k ai   t͡ʃ u n au t̪ iː   ɾ   ə ʋ ɾ oː d̪ʱ ɦ ɾ uː l aː iː   p n i   d̪ʱ u d͡ʒ aː d̪ʱ u d͡ʒ aː   p aː ɾ  n   s k  t͡ʃʰ n 
train\Voice77.wav,यो प्राय गाउमा हुने गर्छ।,j oː   p  ɾ aː j   g aː u m aː   ɦ u n eː   g ɾ  t͡ʃʰ
train\Voice904.wav,साना अर्थात् तल्लो जतिको मानिसलाई काम पनि दिदैनन्।,s aː n aː   ə ɾ  t̪ʰ aː t̪    t̪ l  l oː   d͡ʒ t̪ i k oː   m aː n i s l aː iː   k aː m   p n i   d̪ i d̪ ai n n 
train\Voice160.wav,दुई देशबीचको सम्बन्ध विश्व सुरक्षाका लागि खतरनाक भएको बताएका छन् ।,d̪ u iː   d̪ eː ʃ b iː t͡ʃ k oː   s m  b n  d̪ʱ   ʋ i ʃ  ʋ   s u ɾ k  ʂ aː k aː   l aː g i   kʰ t̪ ɾ n aː k   bʱ eː k oː   b t̪ aː eː k aː   t͡ʃʰ n   
train\Voice48.wav,"अनेकौ मन्दिर, गुम्बा, स्तुपा, कलाकृति आदिले पनि मेरो देशलाई सिगारेका छन् र विश्वमै चिनाएका छन्।",ə n eː k au   m n  d̪ i ɾ   g u m  b aː   s  t̪ u p aː   k l aː k t̪ i   aː d̪ i l eː   p n i   m eː ɾ oː   d̪ eː ʃ l aː iː   s i g aː ɾ eː k aː   t͡ʃʰ n    ɾ   ʋ i ʃ  ʋ m ai   t͡ʃ i n aː eː k aː   t͡ʃʰ n 
